zone_id,zone_nom,code_dept,niveau_text,niveau_int,communes,n_communes,lat,lon,bws_raw,gws_raw,sev_raw,x_bws,x_gws,x_sv,x_a,spei3_t,spei12_t,spei3_lag1,spei12_lag1,spei3_lag2,spei12_lag2,S_struct_v2,S_conj_v2,H_v2,S_struct_v3,S_conj_v3,H_v3
9448,Cèze,07,alerte_renforcee,3,[],1,44.31799453712337,4.24224894307511,0.029968781396746635,0.24447600543498993,0.3267814449866165,0.04994796899457773,1.0,0.10892714832887217,0.24231712413325404,-1.8083338834108509,-2.3746621744415184,-2.136644324746175,-1.3319668891734793,-1.4020584456448502,-1.0354011202206181,0.25220814918526036,0.5145515020809928,0.4254035714594043,0.1471486558504378,0.5428218408075532,0.41619664396919864
9449,Doux,07,alerte_renforcee,3,[],1,45.0204170349254,4.651267680758229,0.030133234336972237,0.016853200271725655,0.3357465806879242,0.05022205722828706,0.11235466847817104,0.11191552689597473,0.23645149171766888,-2.0709192342798084,-3.7190164854556804,-2.022157805536487,-1.6308350579918844,-2.4093561120170435,-1.1369606528114122,0.12596321921944828,0.603559361079573,0.47102239734210183,0.08945957938688905,0.6502895200448712,0.5129998446403746
9450,Eyrieux,07,alerte_renforcee,3,[],1,44.917609884444516,4.431786632199107,0.029968781396746635,0.016853200271725655,0.3267814449866165,0.04994796899457773,0.11235466847817104,0.10892714832887217,0.11396525201832383,-1.929289954017412,-3.7190164854556804,-1.8792356236433176,-1.739791549940007,-2.095139496375469,-1.3045964750766605,0.08173112881082939,0.6007848857290832,0.45573501231247465,0.07536006228643495,0.6502895200448712,0.5095483204157398
9451,Loire,07,alerte,2,[],1,44.7835306351055,4.079386834902617,0.28727683424949646,0.016853200271725655,0.3329615798904396,0.47879472374916077,0.11235466847817104,0.11098719329681321,0.13253586313251073,-1.7637328989732142,-3.7190164854556804,-2.7947302382990986,-1.6142760270416006,-1.5462660978322398,-1.2276098070698067,0.30283992618922817,0.5980882040885325,0.5150235681613383,0.26090344251276404,0.6502895200448712,0.5549688456017524
9452,Ouvèze,07,alerte_renforcee,3,[],1,44.73464621111992,4.622196686600088,0.029968781396746635,0.24447600543498993,0.3267814449866165,0.04994796899457773,1.0,0.10892714832887217,0.13778873899451324,-1.7805319275171714,-3.7190164854556804,-2.062604403567863,-1.5777575912570647,-2.014973026597226,-1.171798465726482,0.21457793053531365,0.5983320666279341,0.4904328550908204,0.13163689072057427,0.6502895200448712,0.5233247380931786
9771,Craie de Champagne Nord,08,alerte,2,,0,49.48161733875119,4.274218809324328,0.38655808568000793,0.09303999692201614,0.4901896031341051,0.6442634761333466,0.6202666461467743,0.16339653437803503,0.12043867381579934,-3.7190164854556804,-1.1752389293568926,-1.2112624706282842,0.21051774577275786,-3.7190164854556804,0.18443149736032757,0.45232699110090946,0.5949049981674288,0.5544746515437016,0.42423545547537234,0.6502895200448712,0.5949520872533861
9790,Affluents crayeux Aube et Seine,10,alerte,2,[],1,48.51642682300498,4.4593598845891265,0.3673989772796631,0.09303999692201614,0.5039745289497263,0.6123316287994385,0.6202666461467743,0.16799150964990875,0.14055789485750533,-3.6390063820750913,-1.9537681157612374,-1.4075805091230444,-0.11018883048724949,-2.061793220429244,-0.04374042275325398,0.4436039870089696,0.5970208793683425,0.5537442163072273,0.4231257350752772,0.6453275870803283,0.5901613801762324
9794,Seine en amont de la restitution du réservoir,10,alerte,2,[],1,48.122649559103294,4.36414121478119,0.3673989772796631,0.09303999692201614,0.5039745289497263,0.6123316287994385,0.6202666461467743,0.16799150964990875,0.14385231176726945,-3.7190164854556804,-3.7190164854556804,-1.8903744562838356,0.0025595486606336784,-2.1678190940526676,0.022971887409312736,0.44478997709648466,0.6502895200448712,0.5999837793883432,0.4246299037273404,0.6502895200448712,0.5950486471346453
9796,Vanne,10,alerte,2,,0,48.24237883509471,3.7816510798071628,0.3673989772796631,0.09303999692201614,0.5039745289497263,0.6123316287994385,0.6202666461467743,0.16799150964990875,0.1744332280051677,-3.3020661823167656,-1.1506722000082155,-1.0196137039668658,0.2803319541091919,-2.356356814588817,0.12934543230743117,0.455799106942128,0.5670975733039526,0.5333706099810449,0.43768103795070645,0.6227885636979941,0.5739112907377827
8328,Secteur SG1 : Rhone Camargue,13,vigilance,1,[],1,43.51814770113636,4.534049679895881,0.016032449901103973,0.24447600543498993,0.3385336395978084,0.02672074983517329,1.0,0.1128445465326028,0.6957001820418304,-2.3185148016752155,-2.1768438683778957,-2.007851721314735,-1.4787461442489225,-1.6483577326845447,-1.0630444849801948,0.4038124404526456,0.5293319655980503,0.4879773458725727,0.1541596953189318,0.5368778175255599,0.4128061411053627
